SID,YEAR,MONTH,DAY,LAKE,STATE_PROV,SITE,ST_SITE,LATITUDE,LONGITUDE,GRID,STAT_DIST,LS_MGMT,SPECIES,STRAIN,NO_STOCKED,YEAR_CLASS,STAGE,AGEMONTH,MARK,MARK_EFF,TAG_NO,TAG_RET,LENGTH,WEIGHT,CONDITION,LOT_CODE,STOCK_METH,AGENCY,VALIDATION,NOTES
20120038,2011,3,30,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,SE,12513,2010,y,,ADRM,,,,198.12,1220.617068,6,I21-SF-2010-FERAL-2010-MI-WR-WR-WR---WR,,WIDNR,2,
20120039,2011,3,9,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,SE,16213,2010,y,,ADRM,,,,193.04,1309.521172,6,I21-SF-2010-FERAL-2010-MI-WR-WR-WR---WR,,WIDNR,2,stocked at Island Park
20120040,2011,3,8,MI,WI,KEWAUNEE RIVER CLYDES HILL BRIDGE,,44.5155,-87.5861,1104,WM4,,BNT,SE,9049,2010,y,,ADRM,,,,187.96,703.9753582,6,I21-SF-2010-FERAL-2010-MI-WR-WR-WR---WR,,WIDNR,2,WRSFH record no. 9. Fish Health Cert. No. 2011-002. Reg. #113543-AQ
20120041,2011,3,31,MI,WI,KEWAUNEE RIVER CLYDES HILL BRIDGE,,44.5155,-87.5861,1104,WM4,,BNT,SE,15947,2010,y,,ADRM,,,,195.58,1564.440084,6,I21-SF-2010-FERAL-2010-MI-WR-WR-WR---WR,,WIDNR,2,WRSFH record no. 30. Fish Health Cert. No. 2011-002. Reg. #113543-AQ.
20120042,2011,3,9,MI,WI,KEWAUNEE RIVER CLYDES HILL BRIDGE,,44.5155,-87.5861,1104,WM4,,BNT,SE,8990,2010,y,,ADRM,,,,187.96,698.5322498,6,I21-SF-2010-FERAL-2010-MI-WR-WR-WR---WR,,WIDNR,2,
20120043,2011,2,25,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,SE,8529,2010,y,,ADRM,,,,185.42,577.423087,6,I21-SF-2010-FERAL-2010-MI-WR-WR-WR---WR,,WIDNR,2,Stocked under ice.
20120044,2011,2,24,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,SE,21898,2010,y,,ADRM,,,,182.88,1572.151154,6,I21-SF-2010-FERAL-2010-MI-WR-WR-WR---WR,,WIDNR,2,Fish diverted from Quota No. 56117 (Menonominee R. (Marinette Co.). Stocked under ice.
20120057,2011,2,5,MI,WI,STURGEON BAY SHIP CANAL COAST GUARD STATION STOCKING,,44.759,-87.3141,905,WM3,,BNT,SE,24031,2010,y,,NC,,,,177.8,1442.423737,6,I21-SF-2010-FERAL-2010-MI-WR-WR-WR---WR,,WIDNR,2,
20120062,2011,4,8,MI,WI,NORTHPORT FERRY DOCK - STOCKING,,45.2905,-86.9772,607,WM2,,BNT,WR,2500,2009,y,,NC,,,,201.93,231.3321087,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20120063,2011,4,8,MI,WI,RAWLEYS BAY - STOCKING,,45.2183,-87.0324,607,WM2,,BNT,WR,7000,2009,y,,NC,,,,201.93,647.7299044,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,
